customer_id,Number_of_transactions,Number of Products,amount_spent,Approved,Cancelled,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,year_of_birth,cutomer_age,address,postcode,state,country,property_valuation
1577,7,6,7980.92,7,0,Diannne,Teager,Female,87,1976-09-08,Automation Specialist I,Manufacturing,High Net Worth,N,No,10.0,1976,41,6 Hallows Pass,2118,New South Wales,Australia,11
1579,10,10,12087.02,10,0,Madelaine,Siegertsz,Female,40,1978-01-27,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,17.0,1978,39,82 Hanover Avenue,2101,New South Wales,Australia,10
1580,8,6,7454.809999999999,8,0,Laird,Prover,Male,23,1981-06-21,Associate Professor,Retail,High Net Worth,N,No,5.0,1981,36,3384 Nelson Circle,4227,Queensland,Australia,3
1581,8,8,7922.66,8,0,Melessa,Delyth,Female,26,1974-04-13,Recruiter,Argiculture,Mass Customer,N,No,13.0,1974,43,45314 Pepper Wood Junction,2251,New South Wales,Australia,6
1582,5,4,5202.889999999999,5,0,Francesco,Wasson,Male,32,1978-01-14,Office Assistant III,Property,Mass Customer,N,No,4.0,1978,39,85301 John Wall Road,2101,New South Wales,Australia,11
1585,8,6,8002.97,8,0,Stillman,Sackur,Male,87,1961-04-07,Pharmacist,Health,Mass Customer,N,Yes,5.0,1961,56,70416 Becker Court,2099,New South Wales,Australia,10
1586,6,5,6104.44,6,0,Madelena,Risson,Female,47,1985-12-27,Physical Therapy Assistant,Manufacturing,High Net Worth,N,No,15.0,1985,32,256 Fordem Street,2119,New South Wales,Australia,11
1588,7,7,9131.54,7,0,Dukey,McCrie,Male,24,1983-01-28,Administrative Officer,IT,High Net Worth,N,Yes,7.0,1983,34,7032 Hallows Drive,2126,New South Wales,Australia,11
1589,6,4,8549.57,6,0,Walker,Bartalot,Male,83,1989-07-08,Human Resources Manager,Health,Mass Customer,N,Yes,4.0,1989,28,78000 Arrowood Center,2775,New South Wales,Australia,9
159,6,6,6016.32,6,0,Arin,Matskevich,Male,90,1987-05-12,Research Nurse,Health,Affluent Customer,N,No,13.0,1987,30,80 Duke Terrace,2233,New South Wales,Australia,10
1590,3,3,5130.389999999999,3,0,Crystie,Fontanet,Female,8,1965-12-09,Assistant Manager,Retail,Mass Customer,N,No,14.0,1965,52,5 Elgar Place,4132,Queensland,Australia,5
1591,12,10,13908.32,12,0,Fonz,Jankin,Male,4,1976-09-14,Operator,Manufacturing,Mass Customer,N,Yes,14.0,1976,41,54 Veith Drive,2073,New South Wales,Australia,12
1593,6,6,7569.45,6,0,Tommy,Kupisz,Female,69,1979-10-11,Tax Accountant,IT,Mass Customer,N,No,17.0,1979,38,2272 Buena Vista Center,2065,New South Wales,Australia,12
1594,6,5,8475.63,5,1,Rolando,Amyes,Male,62,1981-11-26,Human Resources Manager,Property,Mass Customer,N,No,7.0,1981,36,0 Thackeray Avenue,2100,New South Wales,Australia,10
1595,7,7,9792.89,7,0,Kora,Paoli,Female,15,1976-02-21,Senior Financial Analyst,Financial Services,High Net Worth,N,Yes,11.0,1976,41,8 Warrior Avenue,3197,Victoria,Australia,9
1596,5,4,5697.98,5,0,Vinnie,Sails,Male,2,1969-07-01,Cost Accountant,Financial Services,High Net Worth,N,Yes,8.0,1969,48,5447 Weeping Birch Place,2086,New South Wales,Australia,12
1597,12,11,18052.68,12,0,Jeffry,Slowly,Male,93,1977-02-01,Nurse Practicioner,Retail,Affluent Customer,N,No,14.0,1977,40,019 Derek Hill,2224,New South Wales,Australia,10
160,2,2,3024.58,2,0,Wake,Durning,Male,5,1964-07-15,Registered Nurse,Health,Mass Customer,N,No,18.0,1964,53,860 Hintze Lane,2154,New South Wales,Australia,11
1600,9,5,5904.32,9,0,Priscella,Stathers,Female,20,1985-05-21,Senior Financial Analyst,Financial Services,High Net Worth,N,No,2.0,1985,32,96 Sundown Point,4220,Queensland,Australia,9
1601,4,4,3901.84,4,0,Nita,McCarthy,Female,45,1993-02-11,Desktop Support Technician,Manufacturing,Affluent Customer,N,No,1.0,1993,24,5447 Buell Hill,2567,New South Wales,Australia,9
1603,4,4,5471.889999999999,4,0,Osgood,Emerine,Male,89,1988-11-20,Quality Engineer,Manufacturing,Affluent Customer,N,Yes,20.0,1988,29,46 Dunning Junction,4220,Queensland,Australia,9
1607,5,5,4898.71,5,0,Tiffani,Van Castele,Female,39,1988-01-22,Marketing Assistant,Retail,Mass Customer,N,Yes,15.0,1988,29,5 Algoma Point,3809,Victoria,Australia,5
1612,2,2,3904.22,2,0,Wendel,Headland,Male,70,1987-04-17,Community Outreach Specialist,Financial Services,High Net Worth,N,Yes,22.0,1987,30,84504 Doe Crossing Road,2441,New South Wales,Australia,4
1616,7,7,10413.51,7,0,Shamus,Attenbrough,Male,75,1955-08-16,Media Manager II,Retail,High Net Worth,N,Yes,19.0,1955,62,5333 Aberg Lane,4877,Queensland,Australia,4
1617,5,5,5926.27,5,0,Jannelle,Ort,Female,97,1978-07-06,Compensation Analyst,Financial Services,Affluent Customer,N,No,10.0,1978,39,6 Melody Plaza,4215,Queensland,Australia,8
162,3,3,3317.47,3,0,Port,Acuna,Male,90,1979-08-12,Nurse Practicioner,IT,Mass Customer,N,No,15.0,1979,38,5 Corry Court,2119,New South Wales,Australia,10
1621,5,5,2804.08,5,0,Sibley,Eliyahu,Female,10,1974-09-09,Social Worker,Health,Mass Customer,N,No,22.0,1974,43,48 Melby Trail,2131,New South Wales,Australia,8
1623,6,5,7686.06,6,0,Katy,Taffee,Female,29,1997-12-24,Software Test Engineer III,Entertainment,High Net Worth,N,Yes,2.0,1997,20,94181 South Park,3264,Victoria,Australia,1
1624,6,6,4424.39,6,0,Hakim,Burnhard,Male,18,1980-05-04,Compensation Analyst,Financial Services,Mass Customer,N,Yes,6.0,1980,37,718 Colorado Court,2220,New South Wales,Australia,8
1625,8,6,12809.37,8,0,Caryl,Clara,Male,20,1977-12-09,Information Systems Manager,Property,Mass Customer,N,Yes,10.0,1977,40,2 Southridge Crossing,2763,New South Wales,Australia,8
1627,8,7,10051.58,8,0,Vladimir,Morphet,Male,44,1961-11-19,Librarian,Entertainment,Affluent Customer,N,No,16.0,1961,56,0 Namekagon Circle,3150,Victoria,Australia,9
1629,7,7,8226.210000000001,7,0,Edsel,Lester,Male,46,1974-08-21,VP Accounting,Financial Services,Mass Customer,N,No,14.0,1974,43,10 Hazelcrest Street,4413,Queensland,Australia,5
163,2,2,3089.24,2,0,Kessia,Helder,Female,58,1976-09-06,Librarian,Entertainment,High Net Worth,N,Yes,14.0,1976,41,65105 Sommers Pass,3016,Victoria,Australia,10
1630,3,3,3699.78,3,0,Sonni,Lindstedt,Female,63,1984-09-16,Professor,Manufacturing,Mass Customer,N,No,16.0,1984,33,5528 North Hill,2681,New South Wales,Australia,1
1631,5,5,5204.3,5,0,Towny,Beebee,Male,11,1996-09-03,Speech Pathologist,Financial Services,Affluent Customer,N,No,1.0,1996,21,9179 Sunfield Terrace,4510,Queensland,Australia,2
1632,2,2,2114.26,2,0,Orbadiah,Kennicott,Male,43,1985-08-12,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,3.0,1985,32,18708 Darwin Park,3977,Victoria,Australia,7
1633,3,3,4623.68,3,0,Ashia,Muzzi,Female,16,1964-07-08,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,14.0,1964,53,46310 Raven Trail,4220,Queensland,Australia,4
1634,4,4,3683.93,4,0,Jordana,Beach,Female,20,1970-08-31,Director of Sales,Manufacturing,Affluent Customer,N,No,12.0,1970,47,49932 Messerschmidt Point,2138,New South Wales,Australia,11
1635,4,4,6745.71,4,0,Indira,Robotham,Female,36,1971-09-02,Safety Technician IV,Financial Services,Mass Customer,N,No,7.0,1971,46,6 Monument Circle,3186,Victoria,Australia,11
1636,5,5,6065.61,5,0,Karly,Ackenhead,Female,65,1980-05-12,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,5.0,1980,37,2 Green Ridge Park,2478,New South Wales,Australia,8
1637,8,5,7801.63,8,0,Timothee,Mervyn,Male,78,1969-02-07,Statistician II,Manufacturing,High Net Worth,N,No,6.0,1969,48,60 Briar Crest Circle,2170,New South Wales,Australia,9
1638,4,4,5237.9,4,0,Zachery,Monkhouse,Male,55,1992-05-12,Speech Pathologist,Financial Services,Mass Customer,N,Yes,10.0,1992,25,313 Schiller Trail,3018,Victoria,Australia,4
164,3,3,2583.85,3,0,Aarika,Van Vuuren,Female,55,1999-08-07,Senior Editor,Retail,Affluent Customer,N,Yes,1.0,1999,18,2054 Sommers Pass,4113,Queensland,Australia,4
1641,9,9,9474.24,9,0,Vasily,Sturgeon,Male,29,1972-09-01,Community Outreach Specialist,Financial Services,Mass Customer,N,No,14.0,1972,45,20 Mcguire Hill,3198,Victoria,Australia,4
1642,5,5,4353.22,5,0,Nollie,Matteoli,Male,97,1982-10-11,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,3.0,1982,35,2 Ridgeway Circle,2090,New South Wales,Australia,10
1644,7,7,8493.64,7,0,Gaby,Harriot,Male,57,1969-12-01,Speech Pathologist,Health,Mass Customer,N,No,10.0,1969,48,4 Mariners Cove Street,2043,New South Wales,Australia,9
1646,7,7,7426.27,7,0,Emmye,Flacke,Female,39,1994-06-20,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,1.0,1994,23,515 Monterey Terrace,2107,New South Wales,Australia,12
1648,4,3,4946.86,4,0,Prissie,Dyde,Female,22,1981-06-09,VP Accounting,Financial Services,Mass Customer,N,No,8.0,1981,36,65387 Thackeray Parkway,3197,Victoria,Australia,10
1649,3,3,4375.29,2,1,Brenden,Dinley,Male,6,1962-07-17,Chief Design Engineer,Property,Mass Customer,N,No,7.0,1962,55,06 Hudson Parkway,2250,New South Wales,Australia,8
165,9,9,9893.75,9,0,Aldon,Roelofs,Male,61,1984-03-25,Administrative Officer,Argiculture,Mass Customer,N,Yes,12.0,1984,33,22371 Miller Trail,2032,New South Wales,Australia,10
1652,6,6,7230.45,6,0,Ulrikaumeko,Heffernon,Female,53,1981-09-24,Operator,Manufacturing,High Net Worth,N,Yes,7.0,1981,36,3 Fordem Park,4011,Queensland,Australia,10
1654,4,4,4021.47,4,0,Melli,Sperwell,Female,67,1989-03-05,Professor,IT,High Net Worth,N,Yes,9.0,1989,28,461 Esker Court,3630,Victoria,Australia,1
1655,3,3,3331.17,3,0,Prinz,Codman,Male,38,1983-02-15,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,13.0,1983,34,22 Badeau Avenue,3161,Victoria,Australia,11
1656,7,7,8201.54,7,0,Constantin,Rodrigues,Male,59,1977-07-22,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,7.0,1977,40,58 Kipling Avenue,4560,Queensland,Australia,8
1657,6,6,5897.31,6,0,Stanwood,Troillet,Male,11,1977-03-08,Computer Systems Analyst III,Financial Services,Mass Customer,N,No,5.0,1977,40,4 Jay Court,2763,New South Wales,Australia,9
1658,4,4,3729.55,4,0,Selina,Clow,Female,17,1993-12-05,Sales Representative,Retail,Mass Customer,N,Yes,5.0,1993,24,17974 Kedzie Circle,2795,New South Wales,Australia,7
1659,7,7,8004.33,7,0,Olva,Sheehy,Female,75,1989-11-14,Software Consultant,Property,High Net Worth,N,Yes,13.0,1989,28,82598 Arkansas Hill,2088,New South Wales,Australia,12
166,8,8,9737.72,8,0,Elston,Oleszczak,Male,54,1955-06-12,Structural Analysis Engineer,Manufacturing,Affluent Customer,N,No,6.0,1955,62,35807 Oneill Way,4300,Queensland,Australia,4
1660,6,6,4480.62,6,0,Justinian,Jekyll,Male,85,1980-03-16,Internal Auditor,Retail,Affluent Customer,N,No,15.0,1980,37,208 Golden Leaf Pass,3195,Victoria,Australia,10
1661,6,6,8438.94,6,0,Meggy,Delgadillo,Female,21,1979-06-02,Administrative Assistant IV,Health,Affluent Customer,N,No,10.0,1979,38,4 Pankratz Street,2101,New South Wales,Australia,11
1662,5,3,3125.38,5,0,Xenia,Willmett,Female,40,1956-04-01,Electrical Engineer,Manufacturing,High Net Worth,N,No,11.0,1956,61,83 Graceland Avenue,3977,Victoria,Australia,3
1663,6,6,8093.37,6,0,Analiese,Grimsditch,Female,68,1978-01-30,VP Quality Control,Property,High Net Worth,N,Yes,9.0,1978,39,1041 Center Road,2155,New South Wales,Australia,10
1664,7,7,8460.32,7,0,Karlis,Alner,Male,11,1975-12-30,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,9.0,1975,42,9161 Macpherson Terrace,4680,Queensland,Australia,2
1665,8,8,8205.05,8,0,Witty,Lauthian,Male,48,1977-11-18,Quality Engineer,Telecommunications,Mass Customer,N,No,11.0,1977,40,816 Gale Pass,2261,New South Wales,Australia,7
1667,7,6,9549.75,7,0,Jaime,Simonnin,Male,67,1955-02-18,Geological Engineer,Manufacturing,High Net Worth,N,No,18.0,1955,62,9168 Thackeray Place,2026,New South Wales,Australia,12
1668,6,5,6878.43,6,0,Aurlie,Bolter,Female,75,1965-06-13,Financial Advisor,Financial Services,Mass Customer,N,No,8.0,1965,52,4889 Tomscot Park,2093,New South Wales,Australia,11
1669,6,6,6940.13,6,0,Jabez,Glasspoole,Male,74,1978-03-18,VP Accounting,Financial Services,High Net Worth,N,Yes,21.0,1978,39,709 Schmedeman Street,2155,New South Wales,Australia,11
1670,9,9,8855.96,9,0,Gisella,Ravens,Female,30,1978-08-12,Web Designer II,Retail,Mass Customer,N,No,19.0,1978,39,59 Steensland Alley,2018,New South Wales,Australia,11
1671,4,4,3197.84,4,0,Nerty,Renak,Female,69,1957-01-23,Account Executive,Property,Mass Customer,N,Yes,14.0,1957,60,59643 Reindahl Plaza,3127,Victoria,Australia,11
1672,13,12,14908.46,13,0,Sharla,Creebo,Female,21,1963-04-27,Design Engineer,IT,Affluent Customer,N,Yes,9.0,1963,54,29438 Swallow Crossing,2217,New South Wales,Australia,11
1673,3,3,1318.28,3,0,Suzie,Dahle,Female,45,1978-11-09,Professor,Financial Services,Affluent Customer,N,Yes,21.0,1978,39,1 Fallview Street,2155,New South Wales,Australia,10
1674,5,1,1043.7,5,0,Rahal,Woodman,Female,97,1977-10-26,Civil Engineer,Manufacturing,High Net Worth,N,No,20.0,1977,40,54 Bowman Park,2031,New South Wales,Australia,10
1675,4,4,4572.34,4,0,Luke,Wombwell,Male,76,1955-08-14,Engineer I,Manufacturing,Affluent Customer,N,Yes,14.0,1955,62,7 Monterey Street,3068,Victoria,Australia,12
1676,5,5,6881.58,5,0,Ozzy,Olerenshaw,Male,63,1975-03-31,Information Systems Manager,Health,Mass Customer,N,No,13.0,1975,42,1 Morning Circle,2250,New South Wales,Australia,8
1677,8,7,8188.179999999999,8,0,Petrina,Pollins,Female,56,1958-05-28,Editor,Health,Affluent Customer,N,Yes,16.0,1958,59,41 Vahlen Park,2230,New South Wales,Australia,12
1679,4,4,5682.89,4,0,Arabel,Kayser,Female,92,1975-11-03,Programmer II,Health,Mass Customer,N,Yes,13.0,1975,42,2 Pankratz Place,2063,New South Wales,Australia,11
1680,3,3,5001.21,3,0,Loise,Austins,Female,5,1998-07-28,Desktop Support Technician,Property,Mass Customer,N,Yes,4.0,1998,19,018 Superior Plaza,2068,New South Wales,Australia,10
1682,6,6,10071.44,6,0,Gerladina,Cuddon,Female,93,1960-04-25,Structural Engineer,Manufacturing,Affluent Customer,N,Yes,6.0,1960,57,290 Havey Crossing,3145,Victoria,Australia,12
1684,6,6,4309.7,6,0,Janie,Stonehewer,Female,96,1979-07-10,Environmental Tech,Manufacturing,Mass Customer,N,No,6.0,1979,38,087 Fallview Plaza,4209,Queensland,Australia,5
1685,2,2,1818.98,2,0,Marya,Milington,Female,32,1972-03-16,Budget/Accounting Analyst III,IT,Mass Customer,N,No,8.0,1972,45,116 Sullivan Avenue,3941,Victoria,Australia,9
1686,10,10,10098.74,10,0,Fremont,Trundle,Male,95,1980-07-06,Account Representative IV,Argiculture,Mass Customer,N,Yes,16.0,1980,37,309 Oneill Way,2068,New South Wales,Australia,10
1689,5,5,7091.33,5,0,Teodor,Larwell,Male,48,1995-06-18,Quality Control Specialist,Financial Services,Mass Customer,N,Yes,4.0,1995,22,16 Saint Paul Street,4670,Queensland,Australia,2
169,3,2,2065.08,3,0,Alfy,Bruhnke,Male,20,1957-10-19,Data Coordiator,Telecommunications,High Net Worth,N,Yes,5.0,1957,60,93 Iowa Junction,2116,New South Wales,Australia,9
1690,9,9,8042.110000000001,9,0,Torey,Kensall,Male,6,1988-12-19,Food Chemist,Health,Affluent Customer,N,Yes,16.0,1988,29,8 Northridge Drive,2072,New South Wales,Australia,10
1692,5,5,3763.01,5,0,Harriette,De Matteis,Female,85,1967-04-07,Senior Quality Engineer,Health,Mass Customer,N,Yes,17.0,1967,50,36445 Meadow Valley Road,3087,Victoria,Australia,9
1693,7,5,8716.14,7,0,Ring,Birchall,Male,79,1965-11-06,Accountant I,Health,Affluent Customer,N,No,4.0,1965,52,419 2nd Center,4220,Queensland,Australia,9
1696,9,9,12254.53,9,0,Mose,Middler,Male,48,1991-06-07,Librarian,Entertainment,High Net Worth,N,No,2.0,1991,26,367 Algoma Lane,2153,New South Wales,Australia,10
1697,5,4,6885.15,5,0,Eddi,Mansbridge,Female,44,1969-03-29,Occupational Therapist,Health,Mass Customer,N,Yes,12.0,1969,48,9037 Norway Maple Junction,2087,New South Wales,Australia,11
1699,8,8,8291.65,8,0,Poul,Dumphy,Male,33,1958-05-08,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,8.0,1958,59,3205 Service Park,2158,New South Wales,Australia,10
170,4,4,4254.31,3,1,Jammal,Gever,Male,80,1975-06-02,Pharmacist,Health,High Net Worth,N,No,21.0,1975,42,48 Cascade Terrace,3057,Victoria,Australia,8
1700,7,4,5028.5,7,0,Rana,Streets,Female,28,1969-09-18,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,14.0,1969,48,906 Pawling Place,4352,Queensland,Australia,6
1702,7,7,5682.53,7,0,Bryn,Whisby,Male,14,1956-04-03,Research Nurse,Health,Mass Customer,N,No,17.0,1956,61,51 Hollow Ridge Terrace,2768,New South Wales,Australia,9
1703,4,4,2468.19,4,0,Nerita,Keppie,Female,14,1991-04-01,Product Engineer,Telecommunications,Mass Customer,N,Yes,3.0,1991,26,38233 Boyd Alley,3976,Victoria,Australia,6
1704,2,2,3009.57,2,0,Tremain,Breadon,Male,96,1962-10-22,Analyst Programmer,IT,High Net Worth,N,No,12.0,1962,55,21800 Duke Parkway,3219,Victoria,Australia,3
1705,4,4,5029.5,4,0,Nelle,Haworth,Female,1,1979-08-14,Research Associate,Financial Services,Mass Customer,N,Yes,9.0,1979,38,3 Buena Vista Pass,4209,Queensland,Australia,5
1707,9,6,6986.84,9,0,Alfonso,Readett,Male,18,1994-01-02,Cost Accountant,Financial Services,High Net Worth,N,No,7.0,1994,23,78 Colorado Park,4105,Queensland,Australia,8
1708,4,4,6112.64,4,0,Wenona,Mahaddie,Female,39,1988-12-30,Marketing Manager,Property,High Net Worth,N,No,20.0,1988,29,39846 Springs Crossing,2154,New South Wales,Australia,10
1709,5,5,5390.71,5,0,Osgood,Seeborne,Male,36,1974-09-30,Food Chemist,Health,Affluent Customer,N,No,6.0,1974,43,8 Talisman Avenue,2211,New South Wales,Australia,10
171,9,9,9865.38,9,0,Halli,Davidoff,Female,62,1970-12-04,Assistant Manager,Manufacturing,Mass Customer,N,No,10.0,1970,47,13950 Jackson Avenue,2099,New South Wales,Australia,11
1710,4,3,4067.49,4,0,Matilde,MacKeeg,Female,49,1954-06-30,Health Coach IV,Health,High Net Worth,N,No,17.0,1954,63,147 Waubesa Point,2094,New South Wales,Australia,12
1713,7,7,9031.89,7,0,Jennica,Jeeks,Female,89,1988-11-08,Teacher,Retail,High Net Worth,N,Yes,21.0,1988,29,9 Onsgard Court,3170,Victoria,Australia,9
1714,6,5,5717.15,6,0,Esma,Rycroft,Female,80,1998-06-26,Senior Sales Associate,Property,High Net Worth,N,Yes,4.0,1998,19,20415 Clyde Gallagher Parkway,2333,New South Wales,Australia,5
1715,3,3,2616.32,3,0,Cobb,Schrinel,Male,41,1988-06-01,Web Developer III,Entertainment,Mass Customer,N,Yes,12.0,1988,29,32 Hagan Junction,2570,New South Wales,Australia,9
1716,2,2,2372.87,2,0,Lou,Yellep,Female,42,1987-01-30,Senior Developer,Telecommunications,Affluent Customer,N,No,5.0,1987,30,5 Spohn Alley,2121,New South Wales,Australia,11
1717,4,4,3349.03,4,0,Obadias,Gristwood,Male,96,1978-11-14,Civil Engineer,Manufacturing,Mass Customer,N,No,6.0,1978,39,8 Scott Street,3205,Victoria,Australia,8
1718,5,5,4488.2,5,0,Eada,Coaster,Female,13,1994-04-19,Professor,Financial Services,High Net Worth,N,Yes,4.0,1994,23,02862 Esker Crossing,2173,New South Wales,Australia,9
1719,5,4,5061.53,5,0,Devy,Hannum,Male,71,1973-07-04,Media Manager IV,Financial Services,High Net Worth,N,No,18.0,1973,44,03 Lillian Street,3071,Victoria,Australia,8
172,8,8,10150.14,8,0,Hilton,Carney,Male,54,1988-09-12,Editor,Manufacturing,Affluent Customer,N,Yes,6.0,1988,29,35386 Mockingbird Road,3749,Victoria,Australia,4
1720,5,5,5561.49,5,0,Matilda,Milton,Female,96,1986-10-06,Staff Accountant II,Financial Services,Mass Customer,N,Yes,13.0,1986,31,644 Karstens Place,3040,Victoria,Australia,11
1721,7,7,8195.2,7,0,Delcine,Hansod,Female,82,1980-10-22,Senior Quality Engineer,Financial Services,High Net Worth,N,No,14.0,1980,37,0 Graedel Drive,4817,Queensland,Australia,4
1722,9,9,12696.87,9,0,Fritz,Geare,Male,52,1963-07-17,Cost Accountant,Financial Services,Mass Customer,N,No,4.0,1963,54,86 Menomonie Plaza,2290,New South Wales,Australia,4
1724,4,3,2074.23,4,0,Davita,Pristnor,Female,28,1999-01-24,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,4.0,1999,18,5676 Golf View Junction,2137,New South Wales,Australia,12
1725,8,8,11020.22,7,1,Corena,Postlewhite,Female,80,1979-07-19,Junior Executive,Manufacturing,High Net Worth,N,Yes,16.0,1979,38,2 Mcguire Terrace,2323,New South Wales,Australia,7
1726,8,8,10471.32,6,2,Mariette,Alexsandrev,Female,41,1973-08-06,Junior Executive,Financial Services,High Net Worth,N,No,11.0,1973,44,773 Tomscot Plaza,2203,New South Wales,Australia,10
1728,7,7,9185.8,7,0,Pryce,Larner,Male,41,1977-05-04,Paralegal,Financial Services,Affluent Customer,N,No,22.0,1977,40,0 Pierstorff Place,2770,New South Wales,Australia,8
1729,7,5,5273.49,7,0,Alla,Kyles,Female,37,1987-11-16,Mechanical Systems Engineer,Argiculture,High Net Worth,N,No,7.0,1987,30,25253 Straubel Trail,2153,New South Wales,Australia,10
173,9,8,14061.48,9,0,Ebba,Hanselmann,Female,99,1997-01-02,General Manager,Health,Affluent Customer,N,No,1.0,1997,20,2 Randy Point,2766,New South Wales,Australia,8
1730,3,3,3121.3,3,0,Tildi,Kirkup,Female,29,1985-12-21,Senior Financial Analyst,Financial Services,Mass Customer,N,No,20.0,1985,32,752 Nevada Circle,2089,New South Wales,Australia,10
1731,11,8,8015.92,11,0,Aigneis,MacKall,Female,26,1959-03-11,Health Coach III,Health,High Net Worth,N,Yes,19.0,1959,58,0672 Mitchell Terrace,4161,Queensland,Australia,5
1732,5,5,4804.96,5,0,Elihu,Cudworth,Male,95,1978-07-07,Desktop Support Technician,Argiculture,Mass Customer,N,Yes,10.0,1978,39,78 Parkside Trail,3046,Victoria,Australia,8
1733,5,4,4933.33,5,0,Gothart,Coomer,Male,10,1986-05-26,Associate Professor,Financial Services,High Net Worth,N,No,20.0,1986,31,7962 Dottie Park,2284,New South Wales,Australia,5
1734,2,2,1998.59,2,0,Adriana,Cullerne,Female,88,1977-10-10,Community Outreach Specialist,Retail,Mass Customer,N,Yes,11.0,1977,40,0 Westport Center,4558,Queensland,Australia,4
1735,5,4,5022.08,5,0,Sly,Offord,Male,7,1966-09-07,Occupational Therapist,Health,Mass Customer,N,No,8.0,1966,51,63862 Dawn Park,4655,Queensland,Australia,2
1736,6,5,8725.86,6,0,Garrek,Rowbotham,Male,83,1998-05-10,Associate Professor,IT,Affluent Customer,N,No,4.0,1998,19,2538 Gateway Pass,4152,Queensland,Australia,4
1737,3,3,4477.58,3,0,Benny,Jammet,Female,21,1976-09-06,Senior Developer,Property,Affluent Customer,N,Yes,13.0,1976,41,33006 Petterle Trail,4121,Queensland,Australia,8
1739,4,4,4215.17,4,0,Burnaby,Stiffkins,Male,20,1954-10-06,Software Consultant,Entertainment,Mass Customer,N,No,7.0,1954,63,0 Warner Road,2680,New South Wales,Australia,4
174,10,10,12893.57,10,0,Catie,Tosspell,Female,93,1989-11-26,Food Chemist,Health,Mass Customer,N,No,12.0,1989,28,6898 Redwing Park,2148,New South Wales,Australia,9
1741,4,4,5075.22,4,0,Karlens,Carneck,Male,18,1994-07-11,General Manager,Financial Services,High Net Worth,N,No,3.0,1994,23,27 Evergreen Terrace,2261,New South Wales,Australia,9
1743,7,7,8615.73,7,0,Pall,Creek,Male,80,1981-07-25,Director of Sales,Manufacturing,Affluent Customer,N,Yes,8.0,1981,36,4912 Lukken Way,4570,Queensland,Australia,3
1744,3,3,1889.09,3,0,Phoebe,Kahen,Female,41,1972-01-21,Nurse Practicioner,Financial Services,High Net Worth,N,No,12.0,1972,45,89 Cherokee Road,4211,Queensland,Australia,8
1745,12,11,10025.74,12,0,Leigha,Clawson,Female,37,1955-08-23,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,6.0,1955,62,4216 Annamark Pass,4300,Queensland,Australia,4
1747,4,4,2839.33,4,0,Obadiah,Fairall,Male,46,1987-03-14,Research Assistant II,Financial Services,Affluent Customer,N,No,14.0,1987,30,1 Namekagon Parkway,4075,Queensland,Australia,5
1748,10,10,11012.26,10,0,Skell,Oxenden,Male,83,1956-06-07,Recruiter,Manufacturing,Mass Customer,N,Yes,10.0,1956,61,09810 Dayton Hill,4035,Queensland,Australia,8
175,5,5,6008.03,5,0,Templeton,Hambrook,Male,36,1975-11-28,Quality Engineer,Manufacturing,Affluent Customer,N,No,5.0,1975,42,52273 Bay Place,3145,Victoria,Australia,11
1750,6,6,7768.64,6,0,Filbert,Evreux,Male,14,1959-05-13,Internal Auditor,Entertainment,Mass Customer,N,Yes,16.0,1959,58,7 Laurel Avenue,2125,New South Wales,Australia,12
1753,4,4,4242.64,4,0,Kerry,Ford,Female,6,1997-10-12,VP Product Management,Health,High Net Worth,N,Yes,1.0,1997,20,3483 Burrows Hill,2137,New South Wales,Australia,11
1755,6,6,6597.55,6,0,Dagmar,Panyer,Female,38,1986-08-23,Tax Accountant,Property,Mass Customer,N,No,20.0,1986,31,78 Jackson Point,2047,New South Wales,Australia,11
1758,7,6,4887.03,7,0,Helli,Cooksley,Female,16,1971-10-28,Administrative Assistant I,Argiculture,Mass Customer,N,Yes,6.0,1971,46,4 5th Circle,2800,New South Wales,Australia,2
1759,6,6,5494.57,6,0,Quillan,Shortland,Male,52,1969-06-02,Biostatistician IV,Financial Services,High Net Worth,N,No,15.0,1969,48,096 Anniversary Point,2030,New South Wales,Australia,12
176,5,5,6733.15,5,0,Angelo,Clayal,Male,39,1992-04-13,Accountant I,Property,Mass Customer,N,No,10.0,1992,25,272 Montana Avenue,2021,New South Wales,Australia,8
1760,7,5,8150.56,7,0,Kelsy,Barrowcliff,Female,68,1966-04-27,Dental Hygienist,Health,High Net Worth,N,No,15.0,1966,51,7714 Heffernan Circle,3130,Victoria,Australia,8
